"","age","sex","born","educ","income","cohort","income16","granborn","income16_cat","income_cat"
"920",28,"None of These","Yes",13,9,1993,9,NA,"$10,000 TO $12,499","$10,000 TO $14,999"
"921",61,"Female","No",8,1,1960,1,NA,"$1,000 AND UNDER","$1,000 AND UNDER"
"922",36,"Female","Yes",15,9,1985,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"923",53,"Male","Yes",12,10,1968,12,"Four","$17,500 TO $19,999","$15,000 TO $19,999"
"924",31,"Female","Yes",13,NA,1990,NA,NA,NA,NA
"925",38,"Female","No",19,8,1983,12,"Four","$17,500 TO $19,999","$8,000 TO $9,999"
"926",56,"Male","No",16,13,1965,27,"Four",NA,NA
"927",31,"Male","No",17,13,1990,26,"Four","$170,000 OR OVER",NA
"928",33,"Male","Yes",16,9,1988,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"929",33,"Male","Yes",16,13,1988,26,"Four","$170,000 OR OVER",NA
"930",23,"Female","Yes",17,12,1998,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"931",NA,"Male","Yes",16,12,9999,23,"Three","$110,000 TO $129,999","$25,000 OR MORE"
"932",29,"Male","Yes",16,13,1992,26,"None","$170,000 OR OVER",NA
"933",NA,"Male","No",16,NA,9999,NA,"Four",NA,NA
"934",NA,"Male","No",19,13,9999,26,NA,"$170,000 OR OVER",NA
"935",48,"Male","No",17,1,1973,1,"Four","$1,000 AND UNDER","$1,000 AND UNDER"
"936",46,"Female","Yes",19,12,1975,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"937",45,"Male","No",7,12,1976,20,NA,"$60,000 TO $74,999","$25,000 OR MORE"
"938",21,"Male","Yes",13,1,2000,1,"Four","$1,000 AND UNDER","$1,000 AND UNDER"
"939",19,"Male","Yes",12,12,2002,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"940",NA,"Male","No",14,13,9999,26,NA,"$170,000 OR OVER",NA
"941",50,"Female","No",15,12,1971,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"942",25,"Female","Yes",12,13,1996,26,"Three","$170,000 OR OVER",NA
"943",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"944",54,"Female","Yes",14,12,1967,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"945",21,"Male","Yes",14,NA,2000,NA,"Four",NA,NA
"946",27,"Female","Yes",16,12,1994,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"947",NA,"Male","Yes",14,NA,9999,NA,"Two",NA,NA
"948",38,"Male","Yes",14,12,1983,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"949",68,"Female","Yes",12,12,1953,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"950",49,"Male","Yes",18,13,1972,26,"None","$170,000 OR OVER",NA
"951",80,"Male","Yes",18,13,1941,26,"Four","$170,000 OR OVER",NA
"952",72,"Female","Yes",14,12,1949,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"953",63,"Female","Yes",13,12,1958,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"954",34,"Male","Yes",17,12,1987,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"955",51,"Male","Yes",14,12,1970,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"956",52,"Male","Yes",16,13,1969,26,"Two","$170,000 OR OVER",NA
"957",84,"Female","Yes",12,12,1937,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"958",81,"Male","Yes",20,12,1940,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"959",31,"Female","Yes",16,12,1990,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"960",41,"Female","Yes",16,12,1980,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"961",60,"Female","Yes",14,12,1961,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"962",NA,"Male","Yes",16,NA,9999,NA,"None",NA,NA
"963",46,"Female","Yes",12,2,1975,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"964",41,"Male","Yes",12,12,1980,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"965",40,"Male","Yes",16,12,1981,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"966",65,"Male","Yes",18,12,1956,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"967",28,"Male","Yes",14,9,1993,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"968",46,"Male","Yes",16,12,1975,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"969",67,"Male","Yes",19,12,1954,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"970",38,"Female","Yes",13,10,1983,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"971",47,"Female","Yes",14,12,1974,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"972",28,"Male","Yes",16,12,1993,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"973",81,"Female","Yes",12,12,1940,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"974",72,"Male","Yes",16,12,1949,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"975",63,"Male","Yes",16,NA,1958,NA,"None",NA,NA
"976",NA,"Female","Yes",12,12,9999,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"977",36,"Male","No",15,12,1985,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"978",83,"Female","Yes",18,12,1938,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"979",33,"Female","Yes",13,12,1988,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"980",34,"Female","Yes",11,11,1987,14,NA,"$22,500 TO $24,999","$20,000 TO $24,999"
"981",NA,"Male","Yes",NA,NA,9999,NA,"None",NA,NA
"982",81,"Male","Yes",14,9,1940,10,NA,"$12,500 TO $14,999","$10,000 TO $14,999"
"983",70,"Male","Yes",17,12,1951,17,"Three","$35,000 TO $39,999","$25,000 OR MORE"
"984",57,"Female","Yes",12,12,1964,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"985",42,"Male","Yes",13,12,1979,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"986",39,"Female","Yes",16,13,1982,26,"Two","$170,000 OR OVER",NA
"987",23,"Female","Yes",11,NA,1998,NA,"None",NA,NA
"988",63,"Female","Yes",19,12,1958,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"989",41,"Male","Yes",12,12,1980,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"990",NA,"Female","Yes",10,10,9999,12,"Four","$17,500 TO $19,999","$15,000 TO $19,999"
"991",63,"Female","Yes",12,12,1958,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"992",83,"Male","Yes",12,12,1938,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"993",73,"Female","Yes",12,NA,1948,NA,"None",NA,NA
"994",NA,"Male","Yes",15,NA,9999,NA,NA,NA,NA
"995",73,"Female","Yes",14,NA,1948,NA,"None",NA,NA
"996",72,"Female","Yes",13,11,1949,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"997",50,"Female","Yes",14,9,1971,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"998",NA,"Female","Yes",16,NA,9999,NA,"None",NA,NA
"999",45,"Male","Yes",15,13,1976,26,"None","$170,000 OR OVER",NA
"1000",52,"Female","Yes",14,12,1969,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1001",65,"Female","Yes",16,13,1956,26,"Two","$170,000 OR OVER",NA
"1002",NA,"Female","Yes",16,NA,9999,NA,"Four",NA,NA
"1003",45,"Male","Yes",12,12,1976,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1004",68,"Male","Yes",12,12,1953,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1005",41,"Female","Yes",18,13,1980,26,"None","$170,000 OR OVER",NA
"1006",NA,"Male","Yes",18,NA,9999,NA,"None",NA,NA
"1007",33,"Male","Yes",16,12,1988,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"1008",43,"Female","Yes",14,12,1978,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1009",72,"Male","Yes",12,12,1949,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1010",89,"Female","Yes",12,8,1932,8,NA,"$8,000 TO $9,999","$8,000 TO $9,999"
"1011",59,"Female","Yes",12,8,1962,8,"One","$8,000 TO $9,999","$8,000 TO $9,999"
"1012",29,"Male","Yes",10,12,1992,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1013",64,"Male","Yes",20,12,1957,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1014",44,"Female","Yes",14,12,1977,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1015",42,"Male","Yes",15,12,1979,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1016",41,"Male","Yes",NA,NA,1980,NA,"None",NA,NA
"1017",76,"Female","Yes",20,12,1945,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1018",59,"Female","Yes",12,12,1962,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1019",65,"Male","Yes",19,NA,1956,NA,"Four",NA,NA
"1020",81,"Male","Yes",18,13,1940,26,"None","$170,000 OR OVER",NA
"1021",52,"Male","Yes",17,12,1969,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1022",34,"Male","Yes",16,12,1987,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"1023",19,"Female","Yes",11,NA,2002,NA,"None",NA,NA
"1024",41,"Female","Yes",16,13,1980,26,"None","$170,000 OR OVER",NA
"1025",59,"Male","Yes",15,13,1962,26,"One","$170,000 OR OVER",NA
"1026",NA,"Female","Yes",12,NA,9999,NA,NA,NA,NA
"1027",66,"Female","Yes",16,13,1955,26,"Four","$170,000 OR OVER",NA
"1028",29,"Male","Yes",16,12,1992,23,"Two","$110,000 TO $129,999","$25,000 OR MORE"
"1029",68,"Male","Yes",20,13,1953,26,"Three","$170,000 OR OVER",NA
"1030",30,"Male","Yes",16,12,1991,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1031",61,"Female","Yes",16,12,1960,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1032",NA,NA,"No",16,NA,9999,NA,"Four",NA,NA
"1033",72,"Male","Yes",16,12,1949,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"1034",77,"Male","Yes",16,12,1944,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1035",69,"Female","Yes",16,12,1952,21,"One","$75,000 TO $89,999","$25,000 OR MORE"
"1036",41,"Female","Yes",16,NA,1980,NA,"None",NA,NA
"1037",79,"Male","Yes",16,12,1942,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"1038",33,"Male","Yes",16,12,1988,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1039",54,"Female","Yes",18,13,1967,26,"Two","$170,000 OR OVER",NA
"1040",62,"Female","Yes",16,13,1959,26,"Two","$170,000 OR OVER",NA
"1041",37,"Female","Yes",18,12,1984,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1042",64,"Male","Yes",16,10,1957,11,"Four","$15,000 TO $17,499","$15,000 TO $19,999"
"1043",56,"Male","Yes",20,12,1965,23,"Two","$110,000 TO $129,999","$25,000 OR MORE"
"1044",86,"Female","Yes",18,NA,1935,NA,"None",NA,NA
"1045",24,"Male","Yes",14,12,1997,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1046",38,"Male","No",17,12,1983,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"1047",31,"Female","Yes",16,12,1990,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1048",55,"Female","Yes",16,NA,1966,NA,"None",NA,NA
"1049",NA,"Male","No",14,10,9999,12,"Four","$17,500 TO $19,999","$15,000 TO $19,999"
"1050",46,"Female","No",8,NA,1975,NA,NA,NA,NA
"1051",53,"Female","Yes",16,13,1968,26,"None","$170,000 OR OVER",NA
"1052",56,"Female","No",14,12,1965,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"1053",62,"Female","Yes",12,12,1959,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1054",44,"Male","No",19,13,1977,26,"Four","$170,000 OR OVER",NA
"1055",NA,"Female","Yes",17,NA,9999,NA,"None",NA,NA
"1056",42,"Male","Yes",20,12,1979,18,"Two","$40,000 TO $49,999","$25,000 OR MORE"
"1057",37,"Female","No",14,12,1984,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"1058",39,"Female","Yes",18,12,1982,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"1059",69,"Male","Yes",16,12,1952,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1060",NA,NA,"No",0,13,9999,27,"Four",NA,NA
"1061",NA,"Female","No",12,12,9999,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"1062",40,"Male","No",16,12,1981,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"1063",85,"Female","Yes",19,12,1936,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"1064",39,"Female","Yes",16,NA,1982,NA,"None",NA,NA
"1065",48,"Female","Yes",18,13,1973,26,"None","$170,000 OR OVER",NA
"1066",61,"Female","Yes",16,13,1960,26,"None","$170,000 OR OVER",NA
"1067",42,"Female","Yes",16,12,1979,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1068",78,"Female","Yes",13,12,1943,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"1069",62,"Female","Yes",20,13,1959,26,"None","$170,000 OR OVER",NA
"1070",39,"Female","Yes",14,12,1982,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"1071",84,"Female","Yes",14,NA,1937,NA,NA,NA,NA
"1072",46,"Female","Yes",20,12,1975,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1073",42,"Female","Yes",14,12,1979,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1074",58,"Male","Yes",18,12,1963,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"1075",66,"Male","Yes",17,12,1955,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1076",86,"Male","Yes",14,12,1935,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"1077",20,"Female","Yes",12,12,2001,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1078",48,"Male","Yes",14,13,1973,26,"None","$170,000 OR OVER",NA
"1079",65,"Male","Yes",12,9,1956,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"1080",59,"Female","Yes",12,13,1962,26,"Two","$170,000 OR OVER",NA
"1081",34,"Female","Yes",15,12,1987,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1082",37,"Female","Yes",16,12,1984,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"1083",68,"Male","Yes",14,NA,1953,NA,"Three",NA,NA
"1084",89,"Male","Yes",12,12,1932,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"1085",54,"Male","No",17,12,1967,24,"Four","$130,000 TO $149,999","$25,000 OR MORE"
"1086",21,"Male","Yes",13,12,2000,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1087",59,"Female","Yes",13,12,1962,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1088",NA,"Female","Yes",16,NA,9999,NA,"None",NA,NA
"1089",62,"Male","Yes",18,13,1959,26,"Two","$170,000 OR OVER",NA
"1090",25,"Male","Yes",16,12,1996,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1091",NA,"Female","Yes",18,NA,9999,NA,"None",NA,NA
"1092",NA,"Female","Yes",16,12,9999,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1093",61,"Male","Yes",16,12,1960,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1094",40,"Male","No",20,13,1981,26,"Four","$170,000 OR OVER",NA
"1095",52,"Female","Yes",16,12,1969,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1096",59,"Female","Yes",18,12,1962,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"1097",32,"Male","Yes",16,12,1989,16,"Two","$30,000 TO $34,999","$25,000 OR MORE"
"1098",50,"Male","Yes",15,12,1971,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1099",58,"Female","Yes",18,12,1963,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1100",58,"Male","Yes",14,13,1963,26,"None","$170,000 OR OVER",NA
"1101",25,"Female","Yes",18,12,1996,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1102",84,"Male","Yes",16,12,1937,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"1103",65,"Female","Yes",19,NA,1956,NA,"None",NA,NA
"1104",47,"Female","Yes",20,NA,1974,NA,"Two",NA,NA
"1105",38,"Male","Yes",14,NA,1983,NA,"None",NA,NA
"1106",54,"Female","Yes",16,12,1967,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1107",33,"Male","Yes",14,12,1988,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1108",76,"Male","Yes",20,12,1945,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1109",51,"Female","Yes",12,11,1970,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"1110",31,"Male","Yes",16,13,1990,26,NA,"$170,000 OR OVER",NA
"1111",29,"Female","Yes",16,12,1992,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1112",64,"Female","Yes",16,12,1957,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"1113",37,"Female","Yes",11,12,1984,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"1114",30,"Male","Yes",14,11,1991,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"1115",34,"Female","Yes",16,12,1987,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"1116",74,"Male","Yes",12,11,1947,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"1117",28,"Female","Yes",17,12,1993,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1118",32,"Male","Yes",20,NA,1989,NA,NA,NA,NA
"1119",61,"Male","Yes",12,13,1960,26,"None","$170,000 OR OVER",NA
"1120",44,"Female","Yes",12,12,1977,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"1121",63,"Female","Yes",14,12,1958,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1122",48,"Female","Yes",20,12,1973,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"1123",72,"Female","Yes",12,12,1949,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"1124",43,"Male","Yes",12,12,1978,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1125",69,"Female","Yes",12,2,1952,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"1126",79,"Female","Yes",13,12,1942,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1127",39,"Female","No",15,12,1982,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"1128",69,"Female","Yes",14,12,1952,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1129",65,"Female","Yes",13,NA,1956,NA,"None",NA,NA
"1130",64,"Female","Yes",12,12,1957,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"1131",48,"Female","Yes",16,12,1973,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1132",NA,"Female","Yes",14,12,9999,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"1133",75,"Female","Yes",15,12,1946,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"1134",27,"Male","Yes",12,9,1994,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"1135",67,"Male","Yes",13,12,1954,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1136",62,"Female","Yes",12,11,1959,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"1137",35,"Male","Yes",10,12,1986,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1138",46,"Male","Yes",19,12,1975,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"1139",33,"Male","No",18,12,1988,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"1140",NA,"Female","Yes",12,12,9999,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"1141",50,"Female","Yes",15,12,1971,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1142",49,"Female","Yes",16,12,1972,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1143",39,"Female","No",13,11,1982,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"1144",33,"Female","Yes",16,12,1988,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"1145",46,"Male","No",12,NA,1975,NA,NA,NA,NA
"1146",85,"Male","Yes",15,12,1936,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1147",62,"Female","Yes",13,12,1959,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"1148",28,"Female","Yes",17,10,1993,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"1149",30,"Male","No",20,11,1991,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"1150",23,"Male","Yes",15,5,1998,5,"Four","$5,000 TO $5,999","$5,000 TO $5,999"
"1151",76,"Female","Yes",16,12,1945,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1152",80,"Female","Yes",12,12,1941,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1153",73,"Male","Yes",20,NA,1948,NA,"Four",NA,NA
"1154",64,"Female","No",18,13,1957,26,"Four","$170,000 OR OVER",NA
"1155",69,"Male","Yes",17,12,1952,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1156",NA,"Male","Yes",19,12,9999,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"1157",49,"Male","Yes",20,12,1972,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1158",NA,"Male","Yes",17,12,9999,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1159",64,"Male","Yes",14,NA,1957,NA,"None",NA,NA
"1160",48,"Male","Yes",20,12,1973,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1161",28,"Female","No",16,1,1993,1,"Four","$1,000 AND UNDER","$1,000 AND UNDER"
"1162",39,"Female","Yes",14,NA,1982,NA,"None",NA,NA
"1163",26,"Female","Yes",13,3,1995,3,"None","$3,000 TO $3,999","$3,000 TO $3,999"
"1164",49,"Female","Yes",16,12,1972,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1165",35,"Female","Yes",13,12,1986,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"1166",82,"Male","Yes",16,12,1939,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"1167",52,"Male","Yes",16,13,1969,26,NA,"$170,000 OR OVER",NA
"1168",59,"Female","Yes",16,12,1962,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1169",37,"Female","Yes",18,9,1984,10,"Two","$12,500 TO $14,999","$10,000 TO $14,999"
"1170",29,"Female","Yes",16,12,1992,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1171",68,"Male","Yes",16,12,1953,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"1172",39,"Male","Yes",19,13,1982,26,"None","$170,000 OR OVER",NA
"1173",41,"Male","Yes",20,12,1980,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"1174",45,"Male","Yes",20,12,1976,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"1175",42,"Female","Yes",18,12,1979,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"1176",40,"Female","Yes",16,12,1981,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"1177",71,"Male","Yes",16,12,1950,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1178",62,"Male","Yes",16,13,1959,26,"Two","$170,000 OR OVER",NA
"1179",59,"Female","No",16,12,1962,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"1180",44,"Female","Yes",13,12,1977,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1181",70,"Male","Yes",18,12,1951,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"1182",37,"Male","Yes",18,12,1984,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"1183",64,"Male","Yes",17,12,1957,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1184",67,"Female","Yes",18,12,1954,18,"One","$40,000 TO $49,999","$25,000 OR MORE"
"1185",43,"Female","Yes",15,12,1978,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"1186",42,"Male","Yes",16,12,1979,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"1187",29,"Male","Yes",14,12,1992,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"1188",75,"Male","Yes",12,12,1946,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1189",85,"Male","Yes",16,13,1936,27,"None",NA,NA
"1190",59,"Male","Yes",17,12,1962,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"1191",53,"Male","Yes",12,12,1968,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1192",27,"Female","Yes",12,12,1994,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"1193",36,"Female","Yes",18,NA,1985,NA,NA,NA,NA
"1194",30,"Female","Yes",16,12,1991,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1195",46,"Male","Yes",12,12,1975,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1196",36,"Female","Yes",17,12,1985,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1197",84,"Female","Yes",14,11,1937,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"1198",25,"Female","Yes",17,12,1996,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1199",74,"Female","Yes",17,12,1947,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"1200",51,"Male","Yes",14,12,1970,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"1201",42,"Male","Yes",14,NA,1979,NA,"One",NA,NA
"1202",61,"Male","Yes",14,12,1960,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"1203",39,"Male","Yes",12,NA,1982,NA,"None",NA,NA
"1204",32,"Female","Yes",16,2,1989,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"1205",35,"Female","Yes",15,12,1986,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"1206",57,"Female","Yes",14,10,1964,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"1207",74,"Female","Yes",16,12,1947,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
